"Date","Hour","Model","Box ","Temperature [°C]","Time","Pressure","Period"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:25","0.08","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:30","0.08","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:35","0.08","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:40","0.08","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:45","0.08","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:50","0.08","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:55","0.07","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:00","0.07","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:05","0.07","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:10","0.07","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:15","0.07","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:20","0.07","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:25","0.07","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:30","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:35","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:40","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:45","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:50","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:55","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:03:00","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:03:05","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:03:10","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:03:15","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:03:20","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:03:25","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:03:30","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:03:35","0.06","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:03:40","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:03:45","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:03:50","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:03:55","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:04:00","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:04:05","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:04:10","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:04:15","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:04:20","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:04:25","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:04:30","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:04:35","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:04:40","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:04:45","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:04:50","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:04:55","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:05:00","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:05:05","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:05:10","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:05:15","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:05:20","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:05:25","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:05:30","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:05:35","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:05:40","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:05:45","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:05:50","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:05:55","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:06:00","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:06:05","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:06:10","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:06:15","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:06:20","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:06:25","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:06:30","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:06:35","0.04","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:06:40","0.04","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:06:45","0.04","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:06:50","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:06:55","0.05","Winter"
"3/21/2018","16:08:20","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:07:00","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:00:05","0.4","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:00:10","0.22","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:00:15","0.17","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:00:20","0.13","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:00:25","0.11","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:00:30","0.09","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:00:35","0.09","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:00:40","0.08","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:00:45","0.07","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:00:50","0.07","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:00:55","0.07","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:01:00","0.07","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:01:05","0.07","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:01:10","0.06","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:01:15","0.06","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:01:20","0.06","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:01:25","0.06","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:01:30","0.06","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:01:35","0.06","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:01:40","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:01:45","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:01:50","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:01:55","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:02:00","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:02:05","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:02:10","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:02:15","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:02:20","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:02:25","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:02:30","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:02:35","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:02:40","0.05","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:02:45","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:02:50","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:02:55","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:03:00","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:03:05","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:03:10","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:03:15","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:03:20","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:03:25","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:03:30","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:03:35","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:03:40","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:03:45","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:03:50","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:03:55","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:04:00","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:04:05","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:04:10","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:04:15","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:04:20","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:04:25","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:04:30","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:04:35","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:04:40","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:04:45","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:04:50","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:04:55","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:05:00","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:05:05","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:05:10","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:05:15","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:05:20","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:05:25","0.04","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:05:30","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:05:35","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:05:40","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:05:45","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:05:50","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:05:55","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:06:00","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:06:05","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:06:10","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:06:15","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:06:20","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:06:25","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:06:30","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:06:35","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:06:40","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:06:45","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:06:50","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:06:55","0.03","Winter"
"3/21/2018","16:08:23","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","21","26.31","0-00:07:00","0.03","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:00:05","1.81","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:00:10","0.55","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:00:15","0.31","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:00:20","0.22","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:00:25","0.19","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:00:30","0.17","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:00:35","0.14","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:00:40","0.12","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:00:45","0.11","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:00:50","0.1","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:00:55","0.09","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:00","0.09","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:05","0.08","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:10","0.08","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:15","0.08","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:20","0.08","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:25","0.08","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:30","0.07","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:35","0.07","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:40","0.07","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:45","0.07","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:50","0.07","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:01:55","0.07","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:00","0.07","Winter"
"3/21/2018","16:18:19","0200338 - MİELE 3 KAPI BM36  220V AU (MCII) (MB36YI030A)","23","26.31","0-00:02:05","0.07","Winter"
